Cost,LocalSearch?
25588.2891346,False
22842.095453,False
20015.5442969,False
18080.7199056,False
18080.7199056,False
16239.2123054,False
14115.7318658,False
12763.2300693,False
11176.1164357,False
9823.40418289,False
8450.68732713,False
8450.68732713,True
8450.68732713,True
7770.2714566,False
6364.29528634,False
5529.75780574,False
4909.07530365,False
