Cost,LocalSearch?
293487.79291,False
284177.125386,False
273264.54167,False
263030.909125,False
261028.966805,False
249474.002166,False
240007.684035,False
229936.718923,False
215496.111491,False
209321.991964,False
195689.85104,False
188643.979419,False
184684.575703,False
173524.057572,False
166877.63246,False
162898.739442,False
152699.866016,False
147017.725113,False
141726.740774,False
134790.137058,False
122472.960464,False
