Node_ID,Load_Combination,u1,u2,u3,r1,r2,r3
P001115,1.2D+1.6L,0,0,0,0,0,0
P001116,1.2D+1.6L,0,0,0,0,0,0
P001117,1.2D+1.6L,0,0,0,0,0,0
P001118,1.2D+1.6L,0,0,0,0,0,0
P001119,1.2D+1.6L,0,0,0,0,0,0
P001120,1.2D+1.6L,0,0,0,0,0,0
P001121,1.2D+1.6L,0,0,0,0,0,0
P001122,1.2D+1.6L,0,0,0,0,0,0
P001123,1.2D+1.6L,0,0,0,0,0,0
P001124,1.2D+1.6L,0,0,0,0,0,0
P001217,1.2D+1.6L,0,0,0,0,0,0
P001218,1.2D+1.6L,0,0,0,0,0,0
P001219,1.2D+1.6L,0,0,0,0,0,0
P001220,1.2D+1.6L,0,0,0,0,0,0
P001221,1.2D+1.6L,0,0,0,0,0,0
P001222,1.2D+1.6L,0,0,0,0,0,0
P001223,1.2D+1.6L,0,0,0,0,0,0
P001224,1.2D+1.6L,0,0,0,0,0,0
P001225,1.2D+1.6L,0,0,0,0,0,0
P001319,1.2D+1.6L,0,0,0,0,0,0
P001320,1.2D+1.6L,0,0,0,0,0,0
P001321,1.2D+1.6L,0,0,0,0,0,0
P001322,1.2D+1.6L,0,0,0,0,0,0
P001323,1.2D+1.6L,0,0,0,0,0,0
P001324,1.2D+1.6L,0,0,0,0,0,0
P011115,1.2D+1.6L,0.92626005588176,0.0553195431553525,0.0554675026979505,-4.96025922846396E-05,0.000829164758633635,-1.32020150392432E-06
P011116,1.2D+1.6L,-2.67269860998469E-06,-0.0141938027269255,0.054593000484285,1.26996657989801E-05,-2.67269861029847E-09,-1.05490709636456E-08
P011117,1.2D+1.6L,-2.67269860998469E-06,-0.0141938027269255,0.054593000484285,1.26996657989801E-05,-2.67269861029847E-09,-1.05490709636456E-08
P011118,1.2D+1.6L,0.365638344622895,0.732057887147205,-3.62787835574893,0.000245431661739823,-0.023319557579981,0.0265412105227003
P011119,1.2D+1.6L,0.365638344622895,0.732057887147205,-3.62787835574893,0.000245431661739823,-0.023319557579981,0.0265412105227003
P011120,1.2D+1.6L,7.33021762095048,0.387742369165129,-0.0402899891298729,-0.000587020075786005,0.0059184320377717,0.000596513378255739
P011121,1.2D+1.6L,0.9939399118012,-0.66163718674223,0.169151455523591,0.000544155552630158,0.00132638862669977,0.000190713201231122
P011122,1.2D+1.6L,0.74729666218779,0.250558742253332,0.074711682129703,-0.000221339353849813,0.000659194282405647,-5.18892894686713E-07
P011123,1.2D+1.6L,-0.314639977164514,0.105330269757707,0.0749920346550447,-0.000234287940558957,-0.000114702308651344,0
P011124,1.2D+1.6L,0.0933777923177234,-0.514621115558711,0.0799594156982199,0.00039442518819792,5.94085337251887E-05,0
P011217,1.2D+1.6L,0.000113678013707715,0.000428295135498047,0.0713315267691507,-2.86102294921875E-07,2.86102294921875E-07,0
P011218,1.2D+1.6L,22.8930822613582,1.31811090226701,0.0400380803592595,-0.00104049370275853,0.00455992758186119,0.0202677547701063
P011219,1.2D+1.6L,-2.1513433213087,-1.58949313965876,1.10756600490542,-0.00110921046433786,0.00519419712630925,0.00652045157945429
P011220,1.2D+1.6L,67.8415327999036,-38.7930675058395,43.4155187661461,-0.0392309356718595,-0.0148201364664824,0.000345188013435783
P011221,1.2D+1.6L,2.3166642166063,-0.607651167167843,0.0328246538303619,-0.00264481735719997,0.00213919532975149,-0.000306805469470697
P011222,1.2D+1.6L,-0.664647683677122,0.0183156704733314,0.0104279898996957,-0.000598777101573661,-1.12660725584342E-05,0.0028571885069856
P011223,1.2D+1.6L,0.26242627872156,-0.339958184228092,0.350865041482436,-0.0007223521939987,0.000307429532251403,0.0226804464896895
P011224,1.2D+1.6L,1.64238327001061,-1.66896137125129,-2.0713228431473,7.01070008060606,-6.31088263895741,6.67020931307595
P011225,1.2D+1.6L,1.64238327001061,-1.66896137125129,-2.0713228431473,7.01070008060606,-6.31088263895741,6.67020931307595
P011319,1.2D+1.6L,1.64238327001061,-1.66896137125129,-2.0713228431473,7.01070008060606,-6.31088263895741,6.67020931307595
P011320,1.2D+1.6L,1.64238327001061,-1.66896137125129,-2.0713228431473,7.01070008060606,-6.31088263895741,6.67020931307595
P011321,1.2D+1.6L,-1.34933249371239,8.43266210924745,0.596891342973918,-0.00766185789007177,0.00508946668736023,0.0266853015768215
P011322,1.2D+1.6L,12.8806693156847,-9.10574124797604,12.4552288814581,-0.0122024386153027,-0.00296413036816685,0.0777881400134132
P011323,1.2D+1.6L,0.0982740799347195,0.850491411741616,1.0027281724269,-0.000384562476120477,0.000990388017711942,0.0317403357248405
P011324,1.2D+1.6L,0.0982740799347195,0.850491411741616,1.0027281724269,-0.000384562476120477,0.000990388017711942,0.0317403357248405
P021115,1.2D+1.6L,2.95805677811613,0.177295943000783,0.11462970286513,-6.66568566900783E-05,0.00110553666635261,-2.64040300784865E-06
P021116,1.2D+1.6L,-1.06907944423531E-05,-0.0452803642777961,0.112880698437799,1.68927588239451E-05,-5.34539722238392E-09,-2.10981419272912E-08
P021117,1.2D+1.6L,-1.06907944423531E-05,-0.0452803642777961,0.112880698437799,1.68927588239451E-05,-5.34539722238392E-09,-2.10981419272912E-08
P021118,1.2D+1.6L,-1.06907944423531E-05,-0.0452803642777961,0.112880698437799,1.68927588239451E-05,-5.34539722238392E-09,-2.10981419272912E-08
P021119,1.2D+1.6L,-1.06907944423531E-05,-0.0452803642777961,0.112880698437799,1.68927588239451E-05,-5.34539722238392E-09,-2.10981419272912E-08
