member_ID,util
BR0001,0.772546797659
BR0002,0.942755542785
BR0005,0.73876057489
BR0006,0.906122305635
BR0007,0.187920789264
BR0008,0.0955513250272
BR0009,0.0817171520413
BR0010,0.0981640761784
BR0019,0.337010045667
BR0020,0.336358854036
BR0037,0.0773491457192
BR0038,0.077023601729
BR0041,0.111943925267
BR0042,0.111618648919
BR0057,0.215831959776
BR0058,0.228979298178
BR0069,0.337467894779
BR0070,0.375780818206
BR0079,0.29207344266
BR0080,0.336550999209
BR0085,0.257387298836
BR0086,0.327347369212
BR0087,0.0885876173016
BR0088,0.0980958180738
BR0091,0.169238277935
BR0092,0.203181273832
BR0119,0.286420196582
BR0120,0.287429102718
BR0131,0.398715510514
BR0132,0.398064430676
BR0137,0.226598413563
BR0138,0.247843427314
BR0143,0.358701634667
BR0144,0.358050443036
BR0145,0.253539749773
BR0146,0.252565068911
BR0147,0.0834164955675
BR0148,0.0830910664198
BR0149,0.221346068692
BR0150,0.220694890219
BR0155,0.114704998603
BR0156,0.105797626471
BR0159,0.0737420555279
BR0160,0.0886448458052
BR0169,0.262865334755
BR0170,0.176315535116
BR0173,0.167753865177
BR0174,0.138436405749
BR0175,0.0911771804488
BR0176,0.143860490005
BR0177,0.0779067166185
BR0178,0.0775812862791
BR0179,0.103143332358
BR0180,0.102817813018
BR0181,0.110637410089
BR0182,0.138707985303
BR0183,0.0637261438359
BR0184,0.0818918091654
BR0191,0.237199023929
BR0192,0.232820328668
BR0193,0.102805809621
BR0194,0.102480325454
BR0197,0.260408649358
BR0198,0.277987386349
BR0199,0.0876024590834
BR0200,0.0778608231775
BR0201,0.240940286341
BR0202,0.680775900745
BR0203,0.126667330263
BR0204,0.156397821714
BR0205,0.214018378506
BR0206,0.722728186701
BR0207,0.438097587785
BR0208,0.258590840853
BR0211,0.0949319877777
BR0212,0.121610227319
BR0217,0.328579319723
BR0218,0.338639033403
BR0227,0.426398542257
BR0228,0.425747540211
BR0229,0.362061510185
BR0230,0.362976888543
BR0257,0.169708243527
BR0258,0.195329048128
BR0267,0.288137155405
BR0268,0.331755815962
BR0283,0.433600947424
BR0284,0.381261291787
BR0287,0.132518020977
BR0288,0.239883613729
BR0291,0.217681466543
BR0292,0.238606921157
BR0305,0.240278005895
BR0306,0.140996093952
BR0309,0.0701870579253
BR0310,0.0595628082483
BR0321,0.112789030662
BR0322,0.110051110551
BR0323,0.0907747538961
BR0324,0.0901238304077
BR0331,0.0750874400455
BR0332,0.0747618442299
BR0333,0.103815491754
BR0334,0.119144436067
BR0337,0.140291698894
BR0338,0.152870653642
BR0341,0.0823948962602
BR0342,0.0820693004446
BR0343,0.11906042523
BR0344,0.140348068664
BR0349,0.244961721072
BR0350,0.244310689004
BR0353,0.271088002041
BR0354,0.261815341689
BR0357,0.27646626493
BR0358,0.292984359887
BR0359,0.257866454003
BR0360,0.272282738239
BR0363,0.251730508598
BR0364,0.254407563022
BR0367,0.0828830244902
BR0368,0.0825576730797
BR0369,0.149701216742
BR0370,0.273668285321
BR0373,0.305565282208
BR0374,0.417160795057
BR0376,0.0184169200476
BR0377,0.256513887263
BR0378,0.362257893014
BR0379,0.314165888034
BR0380,0.602102030261
BR0381,0.233251524241
BR0382,0.232600426667
BR0385,0.334280433354
BR0386,0.361017054707
BR0387,0.177525824501
BR0388,0.326435089767
BR0391,0.336437258405
BR0392,0.177222157838
BR0393,0.273598878888
BR0394,0.505487462654
BR0397,0.139444359001
BR0398,0.353511153108
BR0399,0.152324200999
BR0400,0.314618027302
BR0401,0.229718535103
BR0402,0.181782291517
BR0407,0.242697193026
BR0408,0.127391243579
BR0411,0.190256509742
BR0412,0.172854068137
BR0413,0.192997481685
BR0414,0.157751532809
BR0415,0.183320893569
BR0416,0.330462396149
BR0417,0.336047649982
BR0418,0.137361239753
CO0001,0.890825078474
CO0002,0.765671377415
CO0003,0.837295721025
CO0004,0.847638369197
CO0006,0.928770881875
CO0007,0.872763060448
CO0008,0.86508122551
CO0009,0.853334174418
CO0010,0.87127203726
CO0011,0.854788835846
CO0012,0.778603875085
CO0013,0.829791010406
CO0014,0.867705661817
CO0015,0.830808168296
CO0016,0.840751472332
CO0017,0.818464032876
CO0018,0.85458766851
CO0020,0.799358012918
CO0021,0.840016908482
CO0022,0.855730361177
CO0023,0.836604207416
CO0024,0.846590630645
CO0025,0.876458090924
CO0026,0.890825078474
CO0027,0.765671377415
CO0028,0.837295721025
CO0029,0.847638369197
CO0030,0.871769753465
CO0031,0.757380569962
CO0032,0.193056089111
CO0033,0.86508122551
CO0034,0.853334174418
CO0035,0.778603875085
CO0036,0.829791010406
CO0037,0.867705661817
CO0038,0.830808168296
CO0039,0.840751472332
CO0040,0.818464032876
CO0041,0.855730361177
CO0042,0.836604207416
CO0043,0.846590630645
CO0044,0.871769753465
CO0045,0.928770881875
CO0046,0.872763060448
