member_ID,start_node,end_node,size,PI,V2I,V3I,TI,PJ,V2J,V3J,TJ,M2I,M3I,M2J,M3J,add_back?
BR0242,P011221,X011120317,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0243,P011120,X011119304,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0244,P011219,X011119304,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0032,P011121,P021121,HSS127X127X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0047,P011121,P011221,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0048,P011121,P011122,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0245,P011121,X011121324,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0246,P021221,X011121324,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0247,P011121,X011121326,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0248,P021122,X011121326,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0249,P011121,X011120313,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0250,P021120,X011120313,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0251,P011121,X011121330,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0252,P011222,X011121330,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0253,P011121,X011120317,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0254,P011220,X011120317,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0033,P011122,P021122,HSS114.3X114.3X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0049,P011122,P011222,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0050,P011122,P011123,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0255,P011122,X011122337,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0256,P021222,X011122337,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0257,P011122,X011122339,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0258,P021123,X011122339,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0259,P011122,X011121326,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0260,P021121,X011121326,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0261,P011122,X011122343,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0262,P011223,X011122343,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0263,P011122,X011121330,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0264,P011221,X011121330,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0034,P011123,P021123,HSS114.3X114.3X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0051,P011123,P011223,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0052,P011123,P011124,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0265,P011123,X011123350,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0266,P021223,X011123350,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0267,P011123,X011122339,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0268,P021122,X011122339,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0269,P011123,X011123354,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0270,P011224,X011123354,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0271,P011123,X011122343,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0272,P011222,X011122343,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0053,P011124,P011224,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0273,P011124,X011124359,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0274,P021123,X011124359,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0275,P011124,X011124361,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0276,P011225,X011124361,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0277,P011124,X011123354,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0278,P011223,X011123354,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0054,P011217,P011218,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0279,P011217,X011217366,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0280,P021218,X011217366,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0281,P011217,X011217368,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0282,P021117,X011217368,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0035,P011218,P021218,HSS127X127X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0055,P011218,P011219,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0283,P011218,X011218372,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0284,P021219,X011218372,HSS88.9X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0285,P011218,X011118285,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0286,P021118,X011118285,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0287,P011218,X011218376,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0288,P011319,X011218376,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0036,P011219,P021219,HSS114.3X114.3X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0056,P011219,P011319,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0057,P011219,P011220,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0289,P011219,X011219381,HSS152.4X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0290,P021220,X011219381,HSS219.1X4.8,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0291,P011219,X011218372,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0292,P021218,X011218372,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0293,P011219,X011119298,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0294,P021119,X011119298,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0295,P011219,X011219387,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0296,P011320,X011219387,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0037,P011220,P021220,HSS114.3X114.3X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0058,P011220,P011320,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0059,P011220,P011221,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0297,P011220,X011220392,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0298,P021221,X011220392,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0299,P011220,X011219381,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0300,P021219,X011219381,HSS190.5X4.8,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0301,P011220,X011120311,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0302,P021120,X011120311,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0303,P011220,X011220398,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0304,P011321,X011220398,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0305,P011220,X011219387,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0306,P011319,X011219387,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0038,P011221,P021221,HSS114.3X114.3X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0060,P011221,P011321,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0061,P011221,P011222,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0307,P011221,X011221405,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0308,P021321,X011221405,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0309,P011221,X011221407,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0310,P021222,X011221407,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0311,P011221,X011220392,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0312,P021220,X011220392,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0313,P011221,X011121324,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0314,P021121,X011121324,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0315,P011221,X011221413,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0316,P011322,X011221413,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0317,P011221,X011220398,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0318,P011320,X011220398,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0039,P011222,P021222,HSS114.3X114.3X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0062,P011222,P011322,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0063,P011222,P011223,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0319,P011222,X011222420,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0320,P021322,X011222420,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0321,P011222,X011222422,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0322,P021223,X011222422,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0323,P011222,X011221407,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0324,P021221,X011221407,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0325,P011222,X011122337,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0326,P021122,X011122337,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0327,P011222,X011222428,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0328,P011323,X011222428,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0329,P011222,X011221413,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0330,P011321,X011221413,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0040,P011223,P021223,HSS114.3X114.3X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0064,P011223,P011323,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0065,P011223,P011224,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0331,P011223,X011223435,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0332,P021323,X011223435,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0333,P011223,X011222422,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0334,P021222,X011222422,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0335,P011223,X011123350,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0336,P021123,X011123350,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0337,P011223,X011223441,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0338,P011324,X011223441,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0339,P011223,X011222428,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0340,P011322,X011222428,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0066,P011224,P011324,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0067,P011224,P011225,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0341,P011224,X011224447,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0342,P021223,X011224447,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0343,P011224,X011223441,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0344,P011323,X011223441,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0345,P011225,X011225451,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0346,P011324,X011225451,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0068,P011319,P011320,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0347,P011319,X011319454,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0348,P021219,X011319454,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0069,P011320,P011321,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0349,P011320,X011320457,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0350,P021321,X011320457,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0351,P011320,X011320459,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0352,P021220,X011320459,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0041,P011321,P021321,HSS114.3X114.3X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0070,P011321,P011322,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0353,P011321,X011321463,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0354,P021322,X011321463,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0355,P011321,X011221405,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0356,P021221,X011221405,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0042,P011322,P021322,HSS114.3X114.3X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0071,P011322,P011323,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0357,P011322,X011322469,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0358,P021323,X011322469,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0359,P011322,X011321463,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0360,P021321,X011321463,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0361,P011322,X011222420,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0362,P021222,X011222420,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0043,P011323,P021323,HSS114.3X114.3X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0072,P011323,P011324,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0363,P011323,X011322469,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0364,P021322,X011322469,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0365,P011323,X011223435,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0366,P021223,X011223435,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0367,P011324,X011324481,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0368,P021323,X011324481,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0073,P021115,P021116,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0074,P021116,P021117,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0075,P021117,P021118,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0369,P021117,X021117486,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0370,P021218,X021117486,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0076,P021118,P021218,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0077,P021118,P021119,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0371,P021118,X021118490,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0372,P031119,X021118490,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0373,P021118,X021118492,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0374,P021219,X021118492,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0044,P021119,P031119,0,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0078,P021119,P021219,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0079,P021119,P021120,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0375,P021119,X021119497,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0376,P031120,X021119497,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0377,P021119,X021119499,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0378,P021220,X021119499,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0379,P021119,X021118492,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0380,P021218,X021118492,0,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0045,P021120,P031120,HSS114.3X114.3X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0080,P021120,P021220,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0081,P021120,P021121,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0381,P021120,X021120506,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0382,P031121,X021120506,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0383,P021120,X021119497,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0384,P031119,X021119497,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0385,P021120,X021120510,HSS114.3X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0386,P021221,X021120510,HSS127X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0387,P021120,X021119499,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0388,P021219,X021119499,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
CO0046,P021121,P031121,HSS127X127X4.8,True,True,True,True,True,True,True,True,True,True,True,True,False
BE0082,P021121,P021221,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0083,P021121,P021122,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0389,P021121,X021120506,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0390,P031120,X021120506,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0391,P021121,X021121519,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0392,P021222,X021121519,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0393,P021121,X021120510,HSS101.6X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0394,P021220,X021120510,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0084,P021122,P021222,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0085,P021122,P021123,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0395,P021122,X021122525,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0396,P031121,X021122525,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0397,P021122,X021122527,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0398,P021223,X021122527,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0399,P021122,X021121519,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0400,P021221,X021121519,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0086,P021123,P021223,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0401,P021123,X021122527,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0402,P021222,X021122527,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0087,P021218,P021219,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0088,P021219,P021220,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0403,P021219,X021219536,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0404,P031119,X021219536,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0089,P021220,P021221,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0405,P021220,X021220539,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0406,P031120,X021220539,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0407,P021220,X021220541,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0408,P021321,X021220541,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0090,P021221,P021321,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0091,P021221,P021222,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0409,P021221,X021221545,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0410,P031121,X021221545,0,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0411,P021221,X021221547,HSS141.3X3.4,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0412,P021322,X021221547,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0092,P021222,P021322,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0093,P021222,P021223,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0413,P021222,X021222551,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0414,P021323,X021222551,HSS168.3X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0415,P021222,X021221547,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0416,P021321,X021221547,HSS141.3X3.4,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0094,P021223,P021323,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BR0417,P021223,X021222551,HSS127X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BR0418,P021322,X021222551,HSS76.2X3.2,True,True,True,True,True,True,True,True,False,False,True,True,False
BE0095,P021321,P021322,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0096,P021322,P021323,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0097,P031119,P031120,0,True,True,True,True,True,True,True,True,False,False,False,False,False
BE0098,P031120,P031121,0,True,True,True,True,True,True,True,True,False,False,False,False,False
