member_ID,load_inverse
BR0204,9.3079744618e-16
BR0205,1.88701045605e-15
BR0206,2.47120991308e-15
BR0207,9.48438135372e-16
BR0208,6.07201643159e-16
BR0209,2.19000274584e-16
BR0210,3.74181350945e-16
BR0211,1.08578711166e-15
BR0212,2.47014041296e-15
BR0213,1.7211429622e-16
BR0214,1.01634513077e-16
BR0215,1.31583973627e-16
BR0216,6.73165390679e-16
BR0217,1.158996104e-16
BR0218,1.07181513612e-16
BR0219,2.24785760702e-16
BR0220,8.35161000808e-16
BR0221,7.38056061178e-17
BR0222,1.03987448508e-16
BR0223,9.10006305407e-17
BR0224,2.37610520976e-16
BR0225,1.43822019055e-16
BR0226,5.81008607687e-16
BR0227,8.19035162267e-17
BR0228,2.08404000447e-16
BR0229,1.29809585989e-16
BR0230,2.71419912952e-16
BR0231,8.00166842711e-17
BR0232,1.31272539723e-16
BR0233,8.32283379654e-17
BR0234,1.43712682617e-16
BR0235,1.42634196984e-16
BR0236,6.3135766282e-16
BR0237,1.08942026174e-16
BR0238,9.68483424737e-17
BR0239,1.31664551287e-16
BR0240,1.10583128833e-16
BR0241,7.93766036889e-17
BR0242,8.85603356093e-17
BR0243,7.04041814285e-17
BR0244,1.00991191393e-16
BR0245,1.11025037949e-16
BR0246,2.98370509845e-16
BR0247,7.63294622693e-17
BR0248,2.97989530921e-16
BR0249,1.21380441589e-16
BR0250,2.26668644642e-16
BR0251,6.56005926494e-17
BR0252,6.05822014096e-17
BR0253,5.94004214567e-17
BR0254,1.25871603148e-16
BR0255,1.85107858852e-16
BR0256,1.62088759899e-16
BR0257,1.25939185014e-16
BR0258,2.46386707198e-16
BR0259,1.48905744614e-16
BR0260,2.22957444486e-16
BR0261,6.50152838817e-17
BR0262,9.08063606206e-17
BR0263,5.90708703451e-17
BR0264,7.52288910211e-17
BR0265,2.28677948795e-16
BR0266,2.14004631319e-16
BR0267,1.73720108107e-16
BR0268,2.23598769827e-16
BR0269,1.50561549688e-16
BR0270,1.7155572228e-16
BR0271,7.78172446778e-17
BR0272,7.84735610129e-17
BR0273,3.08980530869e-16
BR0274,2.98454431736e-16
BR0275,1.96615680849e-16
BR0276,9.01938051774e-17
BR0277,3.15065157685e-16
BR0278,1.26087412731e-16
BR0279,3.59310526288e-16
BR0280,3.49119609007e-16
BR0281,6.15575419581e-16
BR0282,8.348180204e-16
BR0283,1.85744896786e-16
BR0284,2.63068654929e-16
BR0285,1.3870547297e-16
BR0286,3.95100997879e-16
BR0287,1.07898871676e-16
BR0288,5.21744556349e-17
BR0289,1.90252962028e-16
BR0290,2.9698253945e-16
BR0291,1.42944703552e-16
BR0292,2.67712592336e-16
BR0293,1.43932714501e-16
BR0294,3.72932950156e-16
BR0295,1.06470752727e-16
BR0296,7.80252319526e-17
BR0297,1.53505392515e-16
BR0298,8.25300172476e-17
BR0299,1.53317985336e-16
BR0300,2.31547613157e-16
BR0301,1.44334543211e-16
BR0302,4.74472918652e-16
BR0303,1.19232910116e-16
BR0304,1.39333623467e-16
BR0305,1.36137572182e-16
BR0306,8.21355774627e-17
BR0307,1.98305507728e-16
BR0308,4.46683147227e-16
BR0309,9.8915280653e-17
BR0310,8.28130503318e-17
BR0311,9.6103382093e-17
BR0312,2.89041523326e-16
BR0313,1.16253704793e-16
BR0314,3.49118473729e-16
BR0315,8.8293010048e-17
BR0316,7.21791396517e-17
BR0317,9.79595537236e-17
BR0318,9.98784508129e-17
BR0319,1.90851184713e-16
BR0320,5.01737770595e-16
BR0321,8.59601123587e-17
BR0322,1.05119758906e-16
BR0323,9.24154397842e-17
BR0324,1.57670446313e-16
BR0325,1.93329920746e-16
BR0326,4.92231640502e-16
BR0327,1.1700501956e-16
BR0328,4.12872919836e-16
BR0329,7.84888337476e-17
BR0330,1.53477097429e-16
BR0331,2.25845279592e-16
BR0332,5.61786044858e-16
BR0333,8.0497657545e-17
BR0334,9.28780863631e-17
BR0335,2.09950587853e-16
BR0336,5.44289338061e-16
BR0337,1.06913695499e-16
BR0338,1.11839665477e-16
BR0339,1.29541900451e-16
BR0340,1.1814926529e-16
BR0341,1.3231138477e-16
BR0342,2.00914034977e-16
BR0343,1.55450472008e-16
BR0344,4.26205336339e-16
BR0345,8.55231669524e-17
BR0346,9.7456379162e-17
BR0347,2.27297208468e-16
BR0348,3.72658087394e-16
BR0349,2.00296995283e-16
BR0350,2.64516403085e-16
BR0351,2.51033918985e-16
BR0352,4.02537373292e-16
BR0353,1.97953582488e-16
BR0354,2.81966726668e-16
BR0355,2.10127614958e-16
BR0356,2.8475745321e-16
BR0357,3.83251263448e-16
BR0358,4.60926696108e-16
BR0359,1.44273347891e-16
BR0360,2.10254218182e-16
BR0361,1.78781142965e-16
BR0362,1.62183909795e-16
BR0363,2.01700593525e-16
BR0364,2.15175540283e-16
BR0365,2.08095451788e-16
BR0366,1.91647819876e-16
BR0367,4.61916454371e-16
BR0368,5.60005795843e-16
BR0369,8.86681505334e-16
BR0370,6.53719119163e-16
BR0371,9.85905280135e-17
BR0372,1.20161194991e-16
BR0373,3.48582035271e-16
BR0374,1.7978388076e-16
BR0375,3.5499567877e-16
BR0376,2.05260177304e-15
BR0377,1.68067893265e-16
BR0378,2.001471085e-16
BR0379,1.65906878887e-16
BR0380,2.02063432566e-16
BR0381,1.33622062816e-15
BR0382,1.87699828498e-15
BR0383,1.29216159416e-15
BR0384,6.37884572222e-16
BR0385,1.28282222113e-16
BR0386,1.17266104688e-16
BR0387,1.28943827284e-16
BR0388,1.90888873539e-16
BR0389,1.27349635306e-15
BR0390,1.73795980629e-15
BR0391,1.74910396232e-16
BR0392,1.09825389882e-16
BR0393,8.44883127372e-17
BR0394,2.17981137368e-16
BR0395,1.42039284632e-15
BR0396,1.72732769443e-15
BR0397,2.56243573539e-16
BR0398,1.71261215428e-16
BR0399,3.05195583121e-16
BR0400,1.05347860241e-16
BR0401,2.24677194872e-16
BR0402,1.48257738349e-16
BR0403,3.5742413179e-16
BR0404,2.88839651058e-16
BR0405,1.38755388489e-15
BR0406,1.98533561905e-15
BR0407,3.16208614536e-16
BR0408,2.81814991823e-16
BR0409,1.3248830607e-15
BR0410,2.04003158946e-15
BR0411,2.19628033669e-16
BR0412,2.47472868637e-16
BR0413,1.98889550478e-16
BR0414,6.03114367389e-16
BR0415,1.20009403666e-16
BR0416,1.98125854672e-16
BR0417,1.53791266248e-16
BR0418,2.30694688489e-16
CO0001,2.03956540466e-15
CO0002,1.82346481099e-15
CO0003,2.94962435414e-16
CO0004,1.24919370535e-16
CO0005,1.35258312146e-16
CO0006,1.58211796342e-16
CO0007,1.75566433711e-16
CO0008,1.8853207904e-16
CO0009,2.13676716633e-16
CO0010,6.81208212034e-16
CO0011,7.67552876544e-16
CO0012,2.93071144013e-16
CO0013,2.37975695712e-16
CO0014,2.17457667131e-16
CO0015,1.29031164942e-16
CO0016,1.62307726254e-16
CO0017,3.19361028732e-16
CO0018,1.83289147831e-16
CO0019,7.250449454e-17
CO0020,1.34372567019e-16
CO0021,1.60956128686e-16
CO0022,1.81100994622e-16
CO0023,4.95726467302e-16
CO0024,8.77630985698e-16
CO0025,1.83053891501e-16
CO0026,5.04780421467e-15
CO0027,3.04700896796e-15
CO0028,1.16353329617e-16
CO0029,1.29388593396e-16
CO0030,1.19070929089e-16
CO0031,4.73418721786e-16
CO0032,2.8208899188e-16
CO0033,5.60283861597e-16
CO0034,6.08176114767e-16
CO0035,7.39304569557e-16
CO0036,7.23318251589e-16
CO0037,7.70523342007e-16
CO0038,3.02500459661e-16
CO0039,9.26252195704e-17
CO0040,1.98570957651e-16
CO0041,2.17077165862e-16
CO0042,2.17385641243e-16
CO0043,5.35776896904e-16
CO0044,1.88711625562e-16
CO0045,2.81622059624e-15
CO0046,3.01336455361e-15
