Cost,LocalSearch?
25710.1261561,False
22981.6002992,False
20173.6251568,False
18044.7050046,False
16185.6795843,False
16185.6795843,True
16185.6795843,True
16185.6795843,True
15504.0562894,False
13365.125218,False
11951.3776862,False
10551.8708369,False
9018.73765279,False
7574.57096164,False
7574.57096164,False
7574.57096164,False
6167.68191956,False
