member_ID,util
BE0039,0.016823482294
BE0044,0.262782658403
BE0073,0.0205770941437
BR0133,0.531519169134
BR0134,0.557446104847
BR0135,0.550270896083
BR0136,0.569815816868
BR0201,0.180672184438
BR0202,0.205366982537
BR0203,0.317763775725
BR0204,0.479383496823
BR0206,0.189495163058
BR0207,0.430826635347
BR0208,0.323784544131
BR0211,0.33348623892
BR0212,0.40593759995
BR0213,0.524396651443
BR0214,0.704547941019
BR0221,0.434732533866
BR0222,0.425202139166
BR0223,0.529627087446
BR0224,0.527956475661
BR0231,0.329336965593
BR0232,0.742378699429
BR0233,0.631769365896
BR0234,0.672928860468
BR0241,0.795970105281
BR0242,0.782688729572
BR0243,0.748127497458
BR0244,0.550909334699
BR0251,0.783555023855
BR0252,0.556783553778
BR0253,0.777923826673
BR0254,0.605916158203
BR0260,0.821138681093
BR0261,0.712264382929
BR0262,0.572121739564
BR0263,0.727289763164
BR0264,0.694770290645
BR0268,0.0183961861408
BR0269,0.713301723172
BR0270,0.192634948028
BR0271,0.652625351298
BR0272,0.669264690732
BR0275,0.0254926443852
BR0277,0.714453212065
BR0278,0.699481314288
BR0283,0.165124140052
BR0284,0.217129820606
BR0287,0.270730827078
BR0288,0.203409604562
BR0289,0.230862194055
BR0290,0.272985565722
BR0291,0.147230094484
BR0292,0.22194593428
BR0295,0.278134338136
BR0299,0.161021354578
BR0300,0.236068300176
BR0303,0.356878591208
BR0304,0.651605620792
BR0305,0.33891407575
BR0306,0.434022313394
BR0307,0.605487191796
BR0308,0.605487236341
BR0311,0.371408807542
BR0312,0.372148519124
BR0314,0.0183961861408
BR0315,0.695142589883
BR0316,0.683472445131
BR0317,0.477984404628
BR0319,0.368222782828
BR0320,0.491135636601
BR0321,0.240156457618
BR0322,0.277748930647
BR0327,0.528829566848
BR0328,0.475100953285
BR0329,0.417570095884
BR0330,0.556063449802
BR0331,0.571783558112
BR0332,0.571783558112
BR0333,0.34320310038
BR0334,0.343209928429
BR0337,0.579830000737
BR0339,0.48498834528
BR0340,0.419910011975
BR0343,0.230918661
BR0344,0.49310259118
BR0347,0.49310259118
BR0348,0.49310259118
BR0357,0.2294196913
BR0358,0.229419615382
BR0359,0.105856812852
BR0360,0.105486900238
BR0369,0.490780773353
BR0370,0.622112097291
BR0374,0.588943546065
BR0376,0.0183961861408
BR0377,0.389874921723
BR0378,0.816028047842
BR0379,0.356684197445
BR0380,0.517225725814
BR0381,0.215590673237
BR0382,0.253538613438
BR0385,0.542166766382
BR0386,0.909759693208
BR0387,0.809336112391
BR0388,0.731364604131
BR0389,0.256612304872
BR0390,0.255626246069
BR0391,0.824242129308
BR0392,0.782671679663
BR0393,0.637695647633
BR0394,0.730636315873
BR0397,0.903330627486
BR0398,0.820564835923
BR0399,0.84352262765
BR0400,0.757898053367
BR0401,0.854325333381
BR0402,0.609253799421
BR0407,0.648269380247
BR0408,0.751892258407
BR0410,0.0183961861408
BR0411,0.543628010434
BR0412,0.949806905493
BR0413,0.917224038148
BR0414,0.850012832815
BR0415,0.885122236705
BR0416,0.766115820806
BR0417,0.50537411076
BR0418,0.731642399173
CO0001,0.924144047729
CO0002,0.825779509531
CO0010,0.929629757021
CO0011,0.769335251431
CO0012,0.818895413272
CO0013,0.795486154053
CO0015,0.79163944547
CO0016,0.770109924026
CO0017,0.909552296923
CO0020,0.8808690524
CO0022,0.864833041657
CO0024,0.805890339492
CO0026,0.555496654932
CO0027,0.825779509531
CO0028,0.28433180299
CO0031,0.804174938171
CO0032,0.847612827405
CO0033,0.751741851524
CO0034,0.933915407711
CO0035,0.818895413272
CO0036,0.294062140258
CO0037,0.930664249647
CO0038,0.277065175571
CO0039,0.770109924026
CO0040,0.352068719078
CO0041,0.864833041657
CO0042,0.764298837427
CO0043,0.402769987911
CO0045,0.804174938171
CO0046,0.847612827405
